사고번호,발생년월,요일,시군구,사고내용,사망자수,중상자수,경상자수,부상신고자수,사고유형,법규위반,노면상태,기상상태,도로형태,가해운전자 차종,가해운전자 성별,가해운전자 연령대,가해운전자 상해정도,피해운전자 차종,피해운전자 성별,피해운전자 연령대,피해운전자 상해정도,년도,월,특정장소
2020051100100568,2020년 5월,월요일,서울특별시 광진구 구의동,경상사고,0,0,2,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 교량,자전거,남,31-40세,경상,자전거,여,21-30세,경상,2020년,5월,미상
2020051100100653,2020년 5월,월요일,서울특별시 광진구 구의동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,기타,맑음,기타 - 기타,승용,남,61-64세,상해없음,승용,남,61-64세,경상,2020년,5월,미상
2020051200100171,2020년 5월,화요일,서울특별시 광진구 구의동,경상사고,0,0,2,0,차대차 - 충돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,51-60세,상해없음,승용,여,31-40세,경상,2020년,5월,미상
2020051200100172,2020년 5월,화요일,서울특별시 광진구 자양동,경상사고,0,0,1,0,차대차 - 충돌,안전운전불이행,건조,맑음,단일로 - 교량,자전거,여,51-60세,경상,승합,남,41-50세,상해없음,2020년,5월,미상
2020051200100204,2020년 5월,화요일,서울특별시 광진구 중곡동,경상사고,0,0,1,0,차대차 - 충돌,교차로운행방법위반,건조,맑음,교차로 - 교차로안,원동기,여,51-60세,경상,승용,남,31-40세,상해없음,2020년,5월,미상
2020051200100205,2020년 5월,화요일,서울특별시 광진구 군자동,경상사고,0,0,1,0,차대차 - 충돌,안전운전불이행,건조,맑음,교차로 - 교차로부근,기타불명,기타불명,기타불명,기타불명,승용,남,31-40세,경상,2020년,5월,미상
2020051200100586,2020년 5월,화요일,서울특별시 광진구 자양동,경상사고,0,0,1,0,차대차 - 충돌,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,31-40세,상해없음,승용,남,41-50세,경상,2020년,5월,미상
2020051300100177,2020년 5월,수요일,서울특별시 광진구 화양동,경상사고,0,0,3,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,화물,남,51-60세,상해없음,승용,여,41-50세,경상,2020년,5월,미상
2020051300100303,2020년 5월,수요일,서울특별시 광진구 자양동,중상사고,0,1,0,0,차대차 - 충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,자전거,여,41-50세,중상,화물,남,51-60세,상해없음,2020년,5월,미상
2020051400100003,2020년 5월,목요일,서울특별시 광진구 구의동,경상사고,0,0,1,0,차대차 - 충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,51-60세,상해없음,승용,남,51-60세,경상,2020년,5월,미상
2020051400100218,2020년 5월,목요일,서울특별시 광진구 광장동,중상사고,0,1,1,0,차대차 - 추돌,신호위반,건조,맑음,단일로 - 기타,승용,여,51-60세,상해없음,승용,여,41-50세,중상,2020년,5월,미상
2020051500100048,2020년 5월,금요일,서울특별시 광진구 중곡동,중상사고,0,1,0,0,차대차 - 충돌,안전운전불이행,젖음/습기,맑음,단일로 - 기타,승용,남,51-60세,상해없음,원동기,남,51-60세,중상,2020년,5월,미상
2020051500100215,2020년 5월,금요일,서울특별시 광진구 구의동,경상사고,0,0,1,0,차대차 - 충돌,안전거리미확보,젖음/습기,비,단일로 - 기타,승용,여,31-40세,상해없음,승용,여,21-30세,경상,2020년,5월,미상
2020051500100395,2020년 5월,금요일,서울특별시 광진구 화양동,중상사고,0,1,0,0,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,단일로 - 기타,승용,남,65세 이상,상해없음,보행자,남,13-20세,중상,2020년,5월,미상
2020051500100658,2020년 5월,금요일,서울특별시 광진구 구의동,중상사고,0,1,1,0,차대차 - 충돌,중앙선침범,건조,맑음,단일로 - 기타,승용,남,31-40세,상해없음,승용,남,51-60세,중상,2020년,5월,미상
2020051600100501,2020년 5월,토요일,서울특별시 광진구 화양동,경상사고,0,0,1,0,차대사람 - 차도통행중,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,41-50세,기타불명,보행자,여,21-30세,경상,2020년,5월,미상
2020051700100238,2020년 5월,일요일,서울특별시 광진구 중곡동,경상사고,0,0,1,0,차대차 - 충돌,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,남,65세 이상,상해없음,승용,남,51-60세,경상,2020년,5월,미상
2020051700100364,2020년 5월,일요일,서울특별시 광진구 중곡동,중상사고,0,1,0,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,기타불명,기타불명,기타불명,기타불명,자전거,남,41-50세,중상,2020년,5월,미상
2020051700100385,2020년 5월,일요일,서울특별시 광진구 자양동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,개인형이동수단(PM),여,20세 이하,경상,자전거,남,65세 이상,상해없음,2020년,5월,미상
2020051700100451,2020년 5월,일요일,서울특별시 광진구 중곡동,경상사고,0,0,1,0,차대사람 - 횡단중,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,남,31-40세,상해없음,보행자,여,13-20세,경상,2020년,5월,미상
2020051800100467,2020년 5월,월요일,서울특별시 광진구 중곡동,중상사고,0,1,0,0,차대차 - 충돌,신호위반,젖음/습기,비,교차로 - 교차로안,이륜,남,21-30세,중상,승용,남,41-50세,상해없음,2020년,5월,미상
2020051800100504,2020년 5월,월요일,서울특별시 광진구 구의동,경상사고,0,0,1,0,차대사람 - 횡단중,안전운전불이행,젖음/습기,비,교차로 - 교차로안,승용,남,51-60세,상해없음,보행자,여,65세 이상,경상,2020년,5월,미상
2020051800100541,2020년 5월,월요일,서울특별시 광진구 화양동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,기타,맑음,기타 - 기타,승용,남,51-60세,상해없음,승용,남,21-30세,경상,2020년,5월,미상
2020051900100183,2020년 5월,화요일,서울특별시 광진구 자양동,부상신고사고,0,0,0,1,차대차 - 충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,원동기,남,31-40세,부상신고,승용,남,65세 이상,상해없음,2020년,5월,미상
2020051900100364,2020년 5월,화요일,서울특별시 광진구 자양동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,자전거,남,65세 이상,경상,보행자,남,12세 이하,상해없음,2020년,5월,미상
2020052000100648,2020년 5월,수요일,서울특별시 광진구 구의동,중상사고,0,1,0,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,자전거,남,20세 이하,상해없음,자전거,남,21-30세,중상,2020년,5월,미상
2020052100100018,2020년 5월,목요일,서울특별시 광진구 화양동,경상사고,0,0,3,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,41-50세,상해없음,승용,남,41-50세,경상,2020년,5월,미상
2020052100100054,2020년 5월,목요일,서울특별시 광진구 자양동,경상사고,0,0,1,0,차대차 - 충돌,교차로운행방법위반,건조,맑음,교차로 - 교차로안,승용,남,65세 이상,상해없음,승용,남,41-50세,경상,2020년,5월,미상
2020052100100074,2020년 5월,목요일,서울특별시 광진구 구의동,경상사고,0,0,1,0,차대차 - 충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,이륜,남,41-50세,상해없음,승용,남,31-40세,경상,2020년,5월,미상
2020052100100153,2020년 5월,목요일,서울특별시 광진구 광장동,경상사고,0,0,1,0,차대사람 - 기타,기타,건조,맑음,교차로 - 교차로안,승용,여,65세 이상,상해없음,보행자,여,41-50세,경상,2020년,5월,미상
2020052100100472,2020년 5월,목요일,서울특별시 광진구 자양동,경상사고,0,0,1,0,차대차 - 충돌,불법유턴,건조,맑음,단일로 - 기타,화물,남,51-60세,상해없음,화물,남,31-40세,경상,2020년,5월,미상
2020052100100473,2020년 5월,목요일,서울특별시 광진구 구의동,경상사고,0,0,1,0,차대차 - 충돌,안전거리미확보,건조,맑음,단일로 - 기타,화물,남,51-60세,상해없음,승용,남,21-30세,경상,2020년,5월,미상
2020052200100654,2020년 5월,금요일,서울특별시 광진구 구의동,중상사고,0,1,0,0,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,교차로 - 교차로횡단보도내,승용,남,51-60세,기타불명,보행자,여,41-50세,중상,2020년,5월,미상
2020052300100063,2020년 5월,토요일,서울특별시 광진구 자양동,중상사고,0,1,0,0,차대차 - 충돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,21-30세,상해없음,이륜,남,51-60세,중상,2020년,5월,미상
2020052300100344,2020년 5월,토요일,서울특별시 광진구 구의동,중상사고,0,1,0,0,차대차 - 충돌,신호위반,건조,맑음,교차로 - 교차로안,승용,남,41-50세,상해없음,이륜,남,21-30세,중상,2020년,5월,미상
2020052300100416,2020년 5월,토요일,서울특별시 광진구 중곡동,경상사고,0,0,1,0,차대차 - 충돌,중앙선침범,건조,맑음,단일로 - 기타,승용,남,31-40세,상해없음,승용,남,31-40세,경상,2020년,5월,미상
2020052300100465,2020년 5월,토요일,서울특별시 광진구 구의동,중상사고,0,1,0,0,차대차 - 충돌,교차로운행방법위반,건조,맑음,교차로 - 교차로안,승용,남,21-30세,상해없음,원동기,남,21-30세,중상,2020년,5월,미상
2020052400100067,2020년 5월,일요일,서울특별시 광진구 군자동,중상사고,0,2,0,0,차대차 - 추돌,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,남,51-60세,중상,승용,남,61-64세,상해없음,2020년,5월,미상
2020052400100165,2020년 5월,일요일,서울특별시 광진구 군자동,중상사고,0,1,0,0,차대차 - 충돌,중앙선침범,건조,맑음,교차로 - 교차로부근,이륜,남,31-40세,중상,승용,남,65세 이상,상해없음,2020년,5월,미상
2020052400100221,2020년 5월,일요일,서울특별시 광진구 구의동,경상사고,0,0,3,0,차대차 - 충돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,21-30세,상해없음,승용,남,31-40세,경상,2020년,5월,미상
2020052400100255,2020년 5월,일요일,서울특별시 광진구 자양동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,41-50세,상해없음,원동기,남,21-30세,경상,2020년,5월,미상
2020052400100256,2020년 5월,일요일,서울특별시 광진구 군자동,경상사고,0,0,1,0,차대차 - 충돌,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,남,61-64세,상해없음,승용,남,31-40세,경상,2020년,5월,미상
2020052500100009,2020년 5월,월요일,서울특별시 광진구 중곡동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,원동기,남,41-50세,경상,보행자,여,21-30세,상해없음,2020년,5월,미상
2020052500100391,2020년 5월,월요일,서울특별시 광진구 자양동,중상사고,0,1,0,0,차대차 - 기타,신호위반,건조,맑음,교차로 - 교차로안,자전거,남,65세 이상,중상,자전거,남,41-50세,상해없음,2020년,5월,미상
2020052600100223,2020년 5월,화요일,서울특별시 광진구 화양동,경상사고,0,0,1,0,차대차 - 충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,이륜,남,21-30세,상해없음,이륜,남,41-50세,경상,2020년,5월,미상
2020052700100193,2020년 5월,수요일,서울특별시 광진구 화양동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,교차로 - 교차로안,이륜,남,31-40세,상해없음,이륜,남,51-60세,경상,2020년,5월,미상
2020052700100590,2020년 5월,수요일,서울특별시 광진구 화양동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,65세 이상,상해없음,보행자,남,41-50세,경상,2020년,5월,미상
2020052700100626,2020년 5월,수요일,서울특별시 광진구 구의동,경상사고,0,0,2,0,차대차 - 충돌,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,20세 이하,상해없음,승용,여,41-50세,경상,2020년,5월,미상
2020052800100032,2020년 5월,목요일,서울특별시 광진구 군자동,부상신고사고,0,0,0,1,차량단독 - 충돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,65세 이상,부상신고,,,,,2020년,5월,미상
2020052800100275,2020년 5월,목요일,서울특별시 광진구 군자동,경상사고,0,0,1,0,차대차 - 충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,61-64세,상해없음,승합,남,31-40세,경상,2020년,5월,미상
2020052800100382,2020년 5월,목요일,서울특별시 광진구 자양동,경상사고,0,0,4,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,41-50세,상해없음,승용,남,41-50세,경상,2020년,5월,미상
2020052800100383,2020년 5월,목요일,서울특별시 광진구 화양동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,자전거,남,21-30세,상해없음,승용,남,21-30세,경상,2020년,5월,미상
2020052800100422,2020년 5월,목요일,서울특별시 광진구 구의동,경상사고,0,0,1,0,차대차 - 기타,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,51-60세,상해없음,승용,여,65세 이상,경상,2020년,5월,미상
2020052800100560,2020년 5월,목요일,서울특별시 광진구 화양동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,21-30세,상해없음,보행자,여,21-30세,경상,2020년,5월,미상
2020052900100035,2020년 5월,금요일,서울특별시 광진구 중곡동,중상사고,0,1,0,0,차대차 - 기타,신호위반,건조,맑음,교차로 - 교차로안,승용,남,51-60세,상해없음,이륜,남,31-40세,중상,2020년,5월,미상
2020052900100090,2020년 5월,금요일,서울특별시 광진구 중곡동,경상사고,0,0,1,0,차대차 - 충돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,61-64세,상해없음,화물,남,65세 이상,경상,2020년,5월,미상
2020053000100054,2020년 5월,토요일,서울특별시 광진구 중곡동,경상사고,0,0,3,0,차대차 - 추돌,안전거리미확보,건조,맑음,교차로 - 교차로부근,승용,남,65세 이상,상해없음,승용,남,41-50세,경상,2020년,5월,미상
2020053000100132,2020년 5월,토요일,서울특별시 광진구 화양동,중상사고,0,1,0,0,차대사람 - 기타,기타,기타,맑음,기타 - 기타,승용,남,31-40세,상해없음,보행자,남,51-60세,중상,2020년,5월,미상
2020053000100170,2020년 5월,토요일,서울특별시 광진구 중곡동,경상사고,0,0,1,0,차대차 - 충돌,안전운전불이행,건조,맑음,단일로 - 기타,자전거,남,61-64세,상해없음,자전거,남,21-30세,상해없음,2020년,5월,미상
2020053000100299,2020년 5월,토요일,서울특별시 광진구 구의동,경상사고,0,0,2,0,차대차 - 기타,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,51-60세,상해없음,승용,여,41-50세,경상,2020년,5월,미상
2020053000100342,2020년 5월,토요일,서울특별시 광진구 자양동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,65세 이상,상해없음,승용,남,31-40세,경상,2020년,5월,미상
2020053000100466,2020년 5월,토요일,서울특별시 광진구 자양동,경상사고,0,0,1,0,차대차 - 충돌,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,41-50세,경상,승합,남,61-64세,상해없음,2020년,5월,미상
2020053000100588,2020년 5월,토요일,서울특별시 광진구 화양동,중상사고,0,2,4,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,51-60세,상해없음,보행자,남,31-40세,중상,2020년,5월,미상
2020053100100475,2020년 5월,일요일,서울특별시 광진구 자양동,경상사고,0,0,1,0,차대차 - 충돌,안전운전불이행,젖음/습기,비,단일로 - 기타,이륜,남,31-40세,경상,승용,남,41-50세,상해없음,2020년,5월,미상
2020060100100540,2020년 6월,월요일,서울특별시 광진구 중곡동,중상사고,0,1,0,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,51-60세,상해없음,승용,남,51-60세,기타불명,2020년,6월,미상
2020060200100014,2020년 6월,화요일,서울특별시 광진구 화양동,경상사고,0,0,5,0,차대차 - 충돌,중앙선침범,건조,맑음,단일로 - 기타,승용,남,41-50세,상해없음,승용,남,41-50세,경상,2020년,6월,건대입구
2020060200100190,2020년 6월,화요일,서울특별시 광진구 자양동,중상사고,0,1,4,0,차대차 - 충돌,신호위반,건조,맑음,교차로 - 교차로안,승용,여,31-40세,상해없음,승용,남,65세 이상,중상,2020년,6월,미상
2020060300100173,2020년 6월,수요일,서울특별시 광진구 화양동,경상사고,0,0,1,0,차대사람 - 기타,신호위반,건조,맑음,교차로 - 교차로부근,승용,남,21-30세,상해없음,보행자,남,31-40세,경상,2020년,6월,미상
2020060300100271,2020년 6월,수요일,서울특별시 광진구 구의동,경상사고,0,0,1,0,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,교차로 - 교차로횡단보도내,승용,남,51-60세,상해없음,보행자,여,41-50세,경상,2020년,6월,미상
2020060300100612,2020년 6월,수요일,서울특별시 광진구 구의동,경상사고,0,0,1,0,차대차 - 충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,61-64세,상해없음,승용,남,51-60세,경상,2020년,6월,미상
2020060400100081,2020년 6월,목요일,서울특별시 광진구 중곡동,중상사고,0,1,0,0,차대차 - 기타,기타,건조,맑음,단일로 - 기타,승용,남,61-64세,상해없음,이륜,남,51-60세,중상,2020년,6월,미상
2020060400100116,2020년 6월,목요일,서울특별시 광진구 자양동,중상사고,0,1,0,0,차대차 - 충돌,교차로운행방법위반,건조,맑음,교차로 - 교차로안,승용,남,41-50세,상해없음,이륜,남,21-30세,중상,2020년,6월,미상
2020060400100169,2020년 6월,목요일,서울특별시 광진구 화양동,중상사고,0,1,0,0,차대차 - 충돌,중앙선침범,건조,맑음,단일로 - 기타,승용,남,65세 이상,상해없음,이륜,남,41-50세,중상,2020년,6월,미상
2020060400100206,2020년 6월,목요일,서울특별시 광진구 화양동,경상사고,0,0,1,0,차대차 - 기타,중앙선침범,건조,맑음,단일로 - 기타,승용,남,65세 이상,상해없음,이륜,남,31-40세,경상,2020년,6월,미상
2020060400100243,2020년 6월,목요일,서울특별시 광진구 자양동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,기타,맑음,단일로 - 기타,승용,여,51-60세,상해없음,이륜,남,21-30세,경상,2020년,6월,미상
2020060500100098,2020년 6월,금요일,서울특별시 광진구 광장동,경상사고,0,0,1,0,차대차 - 충돌,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,65세 이상,상해없음,승용,여,41-50세,경상,2020년,6월,미상
2020060500100701,2020년 6월,금요일,서울특별시 광진구 구의동,경상사고,0,0,5,0,차대차 - 기타,신호위반,건조,맑음,교차로 - 교차로안,승용,남,61-64세,상해없음,승용,남,51-60세,경상,2020년,6월,미상
2020060500100702,2020년 6월,금요일,서울특별시 광진구 화양동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,21-30세,상해없음,보행자,남,21-30세,경상,2020년,6월,미상
2020060500100703,2020년 6월,금요일,서울특별시 광진구 자양동,경상사고,0,0,1,0,차대차 - 기타,교차로운행방법위반,건조,맑음,교차로 - 교차로안,승용,남,21-30세,상해없음,승용,남,51-60세,경상,2020년,6월,미상
2020060600100001,2020년 6월,토요일,서울특별시 광진구 화양동,경상사고,0,0,1,0,차대차 - 충돌,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,65세 이상,상해없음,승용,남,51-60세,경상,2020년,6월,미상
2020060600100169,2020년 6월,토요일,서울특별시 광진구 광장동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,기타,맑음,기타 - 기타,승용,남,21-30세,상해없음,보행자,남,41-50세,중상,2020년,6월,미상
2020060600100319,2020년 6월,토요일,서울특별시 광진구 광장동,경상사고,0,0,1,0,차대차 - 충돌,안전거리미확보,건조,맑음,단일로 - 기타,승용,여,41-50세,상해없음,승용,남,61-64세,상해없음,2020년,6월,미상
2020060600100359,2020년 6월,토요일,서울특별시 광진구 능동,경상사고,0,0,2,0,차대차 - 기타,안전운전불이행,기타,맑음,기타 - 기타,승용,남,21-30세,상해없음,승용,여,51-60세,경상,2020년,6월,미상
2020060600100444,2020년 6월,토요일,서울특별시 광진구 자양동,경상사고,0,0,2,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,51-60세,상해없음,승용,남,21-30세,경상,2020년,6월,미상
2020060700100014,2020년 6월,일요일,서울특별시 광진구 자양동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,교차로 - 교차로안,이륜,남,21-30세,상해없음,승합,남,21-30세,경상,2020년,6월,미상
2020060800100003,2020년 6월,월요일,서울특별시 광진구 화양동,경상사고,0,0,1,0,차대차 - 추돌,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,51-60세,상해없음,승용,남,31-40세,경상,2020년,6월,미상
2020060800100311,2020년 6월,월요일,서울특별시 광진구 화양동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,기타,맑음,교차로 - 교차로안,승용,남,41-50세,상해없음,승용,여,31-40세,경상,2020년,6월,미상
2020060900100034,2020년 6월,화요일,서울특별시 광진구 군자동,경상사고,0,0,1,0,차대차 - 충돌,신호위반,건조,맑음,교차로 - 교차로부근,화물,남,61-64세,상해없음,승용,남,41-50세,경상,2020년,6월,미상
2020060900100218,2020년 6월,화요일,서울특별시 광진구 자양동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,여,51-60세,상해없음,승용,남,51-60세,경상,2020년,6월,미상
2020060900100372,2020년 6월,화요일,서울특별시 광진구 중곡동,경상사고,0,0,2,0,차대차 - 추돌,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,남,51-60세,경상,승용,남,51-60세,경상,2020년,6월,미상
2020060900100509,2020년 6월,화요일,서울특별시 광진구 구의동,경상사고,0,0,1,0,차대사람 - 차도통행중,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,51-60세,상해없음,보행자,남,61-64세,경상,2020년,6월,미상
2020061000100003,2020년 6월,수요일,서울특별시 광진구 구의동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,기타 - 기타,개인형이동수단(PM),여,21-30세,상해없음,보행자,여,51-60세,경상,2020년,6월,미상
2020061000100389,2020년 6월,수요일,서울특별시 광진구 자양동,경상사고,0,0,1,0,차대사람 - 횡단중,신호위반,건조,맑음,교차로 - 교차로횡단보도내,승용,여,31-40세,상해없음,보행자,여,13-20세,경상,2020년,6월,미상
2020061000100637,2020년 6월,수요일,서울특별시 광진구 광장동,중상사고,0,1,3,0,차대차 - 추돌,안전운전불이행,젖음/습기,비,교차로 - 교차로부근,승용,남,51-60세,상해없음,승용,여,51-60세,중상,2020년,6월,미상
2020061100100356,2020년 6월,목요일,서울특별시 광진구 군자동,경상사고,0,0,1,0,차대차 - 추돌,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,61-64세,상해없음,화물,남,51-60세,경상,2020년,6월,미상
2020061100100418,2020년 6월,목요일,서울특별시 광진구 광장동,경상사고,0,0,1,0,차대차 - 충돌,교차로운행방법위반,건조,맑음,교차로 - 교차로안,승용,남,21-30세,상해없음,승용,남,51-60세,경상,2020년,6월,미상
2020061100100419,2020년 6월,목요일,서울특별시 광진구 구의동,중상사고,0,1,0,0,차대차 - 충돌,중앙선침범,건조,맑음,단일로 - 기타,승용,남,61-64세,상해없음,이륜,남,13-20세,중상,2020년,6월,미상
2020061100100578,2020년 6월,목요일,서울특별시 광진구 능동,경상사고,0,0,2,0,차대차 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로안,자전거,남,21-30세,상해없음,승용,남,41-50세,상해없음,2020년,6월,미상
2020061200100060,2020년 6월,금요일,서울특별시 광진구 자양동,부상신고사고,0,0,0,1,차대차 - 충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,개인형이동수단(PM),여,20세 이하,부상신고,승용,남,51-60세,상해없음,2020년,6월,미상
2020061200100169,2020년 6월,금요일,서울특별시 광진구 자양동,중상사고,0,1,0,0,차대사람 - 보도통행중,안전운전불이행,건조,맑음,기타 - 기타,자전거,남,20세 이하,상해없음,보행자,남,31-40세,중상,2020년,6월,미상
2020061200100249,2020년 6월,금요일,서울특별시 광진구 중곡동,중상사고,0,1,1,0,차대차 - 충돌,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,21-30세,경상,이륜,남,21-30세,중상,2020년,6월,미상
2020061200100433,2020년 6월,금요일,서울특별시 광진구 구의동,경상사고,0,0,5,0,차대차 - 충돌,안전거리미확보,건조,맑음,단일로 - 기타,승용,여,61-64세,상해없음,승용,여,41-50세,경상,2020년,6월,미상
2020061200100488,2020년 6월,금요일,서울특별시 광진구 광장동,중상사고,0,1,0,0,차대차 - 충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,31-40세,상해없음,자전거,여,12세 이하,중상,2020년,6월,미상
2020061200100632,2020년 6월,금요일,서울특별시 광진구 중곡동,경상사고,0,0,1,0,차대차 - 충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,자전거,여,20세 이하,경상,승용,남,51-60세,상해없음,2020년,6월,미상
2020061200100718,2020년 6월,금요일,서울특별시 광진구 자양동,경상사고,0,0,1,0,차대차 - 추돌,안전거리미확보,건조,맑음,단일로 - 교량,승용,남,41-50세,상해없음,승용,기타불명,기타불명,기타불명,2020년,6월,미상
2020061300100128,2020년 6월,토요일,서울특별시 광진구 중곡동,중상사고,0,1,0,0,차대차 - 충돌,안전운전불이행,건조,맑음,기타 - 기타,자전거,남,51-60세,상해없음,자전거,여,51-60세,중상,2020년,6월,미상
2020061300100204,2020년 6월,토요일,서울특별시 광진구 광장동,경상사고,0,0,1,0,차대차 - 충돌,안전거리미확보,건조,맑음,교차로 - 교차로횡단보도내,승용,여,65세 이상,상해없음,승용,남,31-40세,경상,2020년,6월,미상
2020061300100394,2020년 6월,토요일,서울특별시 광진구 중곡동,경상사고,0,0,2,0,차대차 - 기타,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,65세 이상,상해없음,승용,남,31-40세,경상,2020년,6월,미상
2020061400100038,2020년 6월,일요일,서울특별시 광진구 군자동,경상사고,0,0,2,0,차대차 - 충돌,안전거리미확보,젖음/습기,흐림,단일로 - 기타,승용,남,51-60세,상해없음,승용,남,21-30세,경상,2020년,6월,미상
2020061400100073,2020년 6월,일요일,서울특별시 광진구 자양동,경상사고,0,0,1,0,차량단독 - 충돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,51-60세,상해없음,,,,,2020년,6월,미상
2020061400100220,2020년 6월,일요일,서울특별시 광진구 중곡동,경상사고,0,0,1,0,차대차 - 충돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,21-30세,상해없음,승용,남,21-30세,경상,2020년,6월,미상
2020061400100394,2020년 6월,일요일,서울특별시 광진구 화양동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,기타불명,기타불명,기타불명,기타불명,보행자,여,21-30세,중상,2020년,6월,미상
2020061400100430,2020년 6월,일요일,서울특별시 광진구 구의동,중상사고,0,2,0,0,차대차 - 충돌,안전거리미확보,건조,맑음,교차로 - 교차로부근,승용,여,41-50세,상해없음,이륜,남,31-40세,중상,2020년,6월,미상
2020061500100022,2020년 6월,월요일,서울특별시 광진구 중곡동,부상신고사고,0,0,0,1,차량단독 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,이륜,남,21-30세,부상신고,,,,,2020년,6월,미상
2020061500100285,2020년 6월,월요일,서울특별시 광진구 광장동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,기타 - 기타,승용,남,51-60세,상해없음,보행자,남,31-40세,경상,2020년,6월,미상
2020061500100645,2020년 6월,월요일,서울특별시 광진구 화양동,경상사고,0,0,1,0,차대사람 - 차도통행중,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,61-64세,상해없음,보행자,남,31-40세,경상,2020년,6월,미상
