id,name,year,km_driven,Region,State or Province,City,fuel,seller_type,transmission,owner,mileage,engine,max_power,torque,seats,sold,selling_price
736,Honda,2016.0,22000.0,East,District of Columbia,Washington,Petrol,Individual,Manual,First_Owner,18.5,1198.0,86.8,109Nm@ 4500rpm,5.0,Y,0.425
737,Honda,2014.0,72000.0,South,Georgia,Atlanta,Diesel,Dealer,Manual,First_Owner,26.0,1498.0,98.6,200Nm@ 1750rpm,5.0,Y,0.56
738,Maruti,2016.0,70000.0,West,California,Los Angeles,Diesel,Individual,Manual,First_Owner,27.62,793.0,47.0,125Nm@ 2000rpm,5.0,Y,0.285
739,Hyundai,2011.0,80000.0,West,Utah,West Jordan,Diesel,Individual,Manual,First_Owner,0.7440268093767827,1582.0,126.32,259.8Nm@ 1900-2750rpm,5.0,N,0.5
740,Honda,2007.0,110000.0,South,Tennessee,Clarksville,Petrol,Individual,Manual,Third_Owner,17.7,1497.0,,"12.7@ 2,700(kgm@ rpm)",5.0,N,0.17
741,Mahindra,2010.0,380000.0,East,Ohio,Willoughby,Diesel,Individual,Manual,Second_Owner,13.6,2523.0,63.0,180 Nm at 1440-1500rpm,7.0,N,0.26
742,Honda,2015.0,80000.0,Central,Wisconsin,Oak Creek,Diesel,Individual,Manual,Second_Owner,26.0,1498.0,98.6,200Nm@ 1750rpm,5.0,N,0.611
743,Fiat,2013.0,90000.0,South,Florida,Miami,,Individual,Manual,First_Owner,20.3,1248.0,92.0,209Nm@ 2000rpm,5.0,Y,0.4
744,Hyundai,2013.0,68697.0,East,New York,Harrison,Petrol,Individual,Manual,Third_Owner,21.1,814.0,55.2,74.5Nm@ 4000rpm,5.0,N,0.2
745,Hyundai,2018.0,120000.0,South,South Carolina,Greenville,Petrol,Individual,Manual,First_Owner,20.3,998.0,68.05,94.14Nm@ 3500rpm,5.0,N,0.34
746,Tata,2010.0,37944.0,Central,Texas,Dallas,Diesel,Individual,Manual,First_Owner,18.4,1248.0,75.0,190Nm@ 1750rpm,5.0,Y,0.25
747,Toyota,2017.0,25538.0,South,North Carolina,Hickory,Petrol,Trustmark_Dealer,Manual,First_Owner,16.78,1496.0,88.73,132Nm@ 3000rpm,5.0,,0.625
748,Maruti,2017.0,28832.0,South,North Carolina,Laurinburg,Diesel,Dealer,Manual,First_Owner,23.4,1248.0,74.0,190Nm@ 2000rpm,5.0,N,0.52
749,Ford,2009.0,100000.0,East,New York,New York City,Diesel,Individual,Manual,Fourth_Above_Owner,17.7,1399.0,68.0,"16@ 2,000(kgm@ rpm)",5.0,Y,0.15
750,Jeep,2017.0,69123.0,Central,Missouri,,Diesel,Dealer,Manual,First_Owner,17.1,1956.0,170.0,350Nm@ 1750-2500rpm,5.0,N,1.65
751,Maruti,2005.0,50000.0,West,Washington,Spokane,Petrol,Individual,Manual,Third_Owner,18.9,998.0,67.1,90Nm@ 3500rpm,5.0,N,0.07
752,Hyundai,2012.0,120000.0,West,Idaho,Caldwell,Diesel,Individual,Manual,Second_Owner,23.0,1396.0,90.0,22.4 kgm at 1750-2750rpm,5.0,N,0.3
753,Renault,2017.0,35000.0,Central,Illinois,Chicago,,Individual,Manual,First_Owner,23.01,999.0,67.0,91Nm@ 4250rpm,5.0,Y,0.3
754,Hyundai,2011.0,125000.0,Central,Iowa,Muscatine,Diesel,Individual,Manual,First_Owner,23.0,1396.0,90.0,22.4 kgm at 1750-2750rpm,5.0,N,0.27
755,Maruti,2013.0,110000.0,,Texas,Cedar Park,Diesel,Individual,Manual,Third_Owner,22.9,1248.0,74.0,190Nm@ 2000rpm,5.0,N,0.35
756,BMW,2019.0,7500.0,Central,Texas,San Juan,Diesel,Dealer,Automatic,First_Owner,16.78,1995.0,190.0,400Nm@ 1750-2500rpm,5.0,N,5.4
757,Chevrolet,2009.0,30000.0,West,Colorado,Grand Junction,Petrol,Individual,Manual,First_Owner,18.0,995.0,62.0,90.3Nm@ 4200rpm,5.0,N,0.145
758,Maruti,2016.0,120000.0,Central,Michigan,Roseville,Diesel,Individual,Manual,Second_Owner,26.59,1248.0,74.0,190Nm@ 2000rpm,5.0,N,0.675
759,Tata,2017.0,35000.0,South,South Carolina,Myrtle Beach,Petrol,Individual,Manual,Second_Owner,23.84,1199.0,84.0,114Nm@ 3500rpm,5.0,N,0.43
760,Lexus,2019.0,20000.0,East,Massachusetts,Milton,Petrol,Dealer,Automatic,First_Owner,22.37,2487.0,214.56,202Nm@ 3600-5200rpm,5.0,N,5.15
761,Ford,2016.0,10500.0,Central,Michigan,Sault Sainte Marie,Petrol,Individual,Manual,First_Owner,18.16,1196.0,86.8,112Nm@ 4000rpm,5.0,N,0.512
762,Hyundai,2014.0,72000.0,Central,Wisconsin,,Petrol,Individual,Manual,First_Owner,18.6,1197.0,81.83,114.7Nm@ 4000rpm,5.0,Y,0.32
763,Toyota,2016.0,110000.0,East,0.22546706325344623,East Haven,Diesel,Individual,Manual,First_Owner,13.68,2393.0,147.8,343Nm@ 1400-2800rpm,7.0,N,1.8
764,Toyota,2017.0,98000.0,West,New Mexico,Carlsbad,Diesel,Dealer,Automatic,First_Owner,11.36,2755.0,171.5,360Nm@ 1200-3400rpm,7.0,N,1.39
765,Renault,2015.0,60000.0,West,Oregon,West Linn,Diesel,Individual,Manual,First_Owner,20.45,1461.0,83.8,200Nm@ 1900rpm,5.0,N,0.55
766,Ford,2019.0,16034.0,East,Maine,South Portland,Diesel,Dealer,Manual,First_Owner,21.7,1498.0,98.96,215Nm@ 1750-2500rpm,5.0,N,0.95
767,Mahindra,2017.0,54470.0,Central,Minnesota,Blaine,Diesel,Dealer,Manual,First_Owner,15.4,2179.0,120.0,280Nm@ 1800-2800rpm,7.0,Y,0.95
768,Hyundai,2013.0,87000.0,,Massachusetts,0.45136001703500517,Diesel,Individual,Manual,Second_Owner,22.32,1582.0,126.32,259.8Nm@ 1900-2750rpm,5.0,N,0.5
769,Maruti,2018.0,15000.0,West,Washington,Puyallup,Petrol,Individual,Manual,First_Owner,21.21,1197.0,81.8,113Nm@ 4200rpm,5.0,N,0.63
770,Maruti,1998.0,40000.0,Central,Illinois,Champaign,Petrol,Individual,Manual,Second_Owner,17.3,993.0,60.0,78Nm@ 4500rpm,5.0,N,0.07
771,Maruti,2009.0,17000.0,Central,Wisconsin,Waukesha,Petrol,Individual,Manual,First_Owner,19.7,796.0,46.3,62Nm@ 3000rpm,5.0,N,0.12
772,Maruti,2014.0,100000.0,Central,Texas,Allen,Petrol,Individual,Manual,First_Owner,23.95,998.0,67.05,90Nm@ 3500rpm,5.0,N,0.22
773,Maruti,2012.0,120000.0,Central,Michigan,Midland,Diesel,Individual,Manual,Second_Owner,21.5,1248.0,88.8,200Nm@ 1750rpm,5.0,N,0.35
774,Hyundai,2017.0,30000.0,South,Florida,Bradenton,Petrol,Individual,Manual,Second_Owner,18.6,1197.0,81.83,114.7Nm@ 4000rpm,5.0,N,0.563
775,Hyundai,2013.0,125000.0,West,New Mexico,Santa Fe,Diesel,Individual,Manual,Third_Owner,22.32,1582.0,126.3,259.9Nm@ 1900-2750rpm,5.0,N,0.475
776,Jeep,2017.0,15000.0,Central,Michigan,Southgate,Diesel,Individual,Manual,First_Owner,17.1,1956.0,170.0,350Nm@ 1750-2500rpm,5.0,N,1.515
777,Maruti,2015.0,50000.0,West,Arizona,Oro Valley,Petrol,Individual,Manual,First_Owner,21.4,1197.0,83.1,115Nm@ 4000rpm,5.0,N,0.65
778,Honda,2008.0,90000.0,West,California,Long Beach,Petrol,Individual,Manual,Third_Owner,13.5,1799.0,130.0,172Nm@ 4300rpm,5.0,Y,0.375
779,Ford,2013.0,169000.0,Central,Texas,Houston,0.4120893877715661,Individual,Manual,First_Owner,20.0,1399.0,68.1,160Nm@ 2000rpm,5.0,Y,0.2
780,Tata,2008.0,120000.0,Central,Kansas,Kansas City,Diesel,Individual,Manual,Second_Owner,11.57,2179.0,138.1,320Nm@ 1700-2700rpm,7.0,Y,0.3
781,Maruti,2017.0,90000.0,South,Tennessee,Kingsport,Petrol,Individual,Manual,Second_Owner,24.7,796.0,47.3,69Nm@ 3500rpm,5.0,N,0.29
782,Maruti,2009.0,,South,Virginia,Rose Hill,Petrol,Individual,Manual,Second_Owner,18.9,1061.0,67.0,84Nm@ 3500rpm,5.0,0.8730074816680604,0.135
783,Datsun,2016.0,19000.0,Central,Texas,Victoria,Petrol,Individual,Manual,First_Owner,20.63,1198.0,67.0,104Nm@ 4000rpm,5.0,N,0.329
784,Renault,2018.0,31000.0,West,Washington,Bothell,Petrol,Dealer,Manual,First_Owner,23.01,999.0,67.0,91Nm@ 4250rpm,5.0,N,0.5
785,Renault,2018.0,25000.0,East,Massachusetts,Boston,Petrol,Individual,Manual,First_Owner,23.01,999.0,67.0,91Nm@ 4250rpm,5.0,Y,0.35
786,Honda,2016.0,35000.0,East,Vermont,Bennington,Diesel,Individual,Manual,First_Owner,25.8,1498.0,98.6,200Nm@ 1750rpm,5.0,N,0.55
787,Hyundai,2016.0,79000.0,West,Idaho,Eagle,Diesel,Dealer,Manual,First_Owner,19.67,1582.0,126.2,259.9Nm@ 1900-2750rpm,5.0,N,0.925
788,Honda,2009.0,125000.0,West,Colorado,Englewood,Petrol,Individual,Manual,Second_Owner,13.5,1799.0,130.0,172Nm@ 4300rpm,5.0,N,0.22
789,Mahindra,2013.0,85036.0,Central,Illinois,Chicago,Diesel,Dealer,Manual,Second_Owner,15.1,2179.0,140.0,330Nm@ 1600-2800rpm,7.0,Y,0.9
790,Maruti,2016.0,46702.0,Central,Illinois,Normal,Petrol,Dealer,Manual,First_Owner,16.8,796.0,34.2,59Nm@ 2500rpm,8.0,N,0.22
791,Volvo,2019.0,20000.0,West,California,Los Angeles,Diesel,Individual,Automatic,First_Owner,18.0,1969.0,190.0,400Nm,5.0,Y,3.8
792,Ford,2014.0,105000.0,South,Virginia,Hampton,Diesel,Dealer,Manual,First_Owner,21.7,1498.0,98.96,215Nm@ 1750-2500rpm,5.0,N,0.55
793,Hyundai,2015.0,34000.0,West,California,Carlsbad,Petrol,Individual,Manual,Second_Owner,21.1,814.0,55.2,74.5Nm@ 4000rpm,5.0,N,0.229999
794,Honda,2008.0,70000.0,East,Massachusetts,Boston,Petrol,Individual,Manual,Third_Owner,17.7,1497.0,78.0,"12.7@ 2,700(kgm@ rpm)",5.0,Y,0.15
795,Toyota,2014.0,80000.0,East,Maine,Waterville,Diesel,Individual,Automatic,Second_Owner,12.55,2982.0,168.7,360Nm@ 1400-3200rpm,7.0,N,1.4
796,Maruti,2008.0,100000.0,Central,Michigan,Garden City,Petrol,Individual,Manual,Fourth_Above_Owner,15.0,1586.0,,"145@ 4,100(kgm@ rpm)",5.0,N,0.15
797,Mahindra,2015.0,40200.0,West,Oregon,0.7674029628054576,Diesel,Dealer,Manual,First_Owner,21.0,1498.0,74.96,210nm@ 1600-2200rpm,7.0,N,0.445
798,Ford,2011.0,90400.0,Central,Texas,Dallas,Diesel,Individual,Manual,First_Owner,20.0,1399.0,68.0,160Nm@ 2000rpm,5.0,Y,0.175
799,Renault,2013.0,109000.0,Central,Michigan,Royal Oak,Diesel,Individual,Manual,Second_Owner,19.64,1461.0,108.45,245Nm@ 1750rpm,5.0,N,0.52
800,Maruti,2016.0,40000.0,,California,Lawndale,Diesel,Individual,Manual,Second_Owner,24.3,1248.0,88.5,200Nm@ 1750rpm,5.0,N,0.72
801,Tata,2017.0,100000.0,East,Ohio,Mount Vernon,Diesel,Individual,Manual,First_Owner,14.1,2179.0,147.94,320Nm@ 1500-3000rpm,7.0,Y,0.85
802,Maruti,2014.0,90000.0,Central,Michigan,Clinton,Diesel,Individual,Manual,First_Owner,25.2,1248.0,74.0,190Nm@ 2000rpm,5.0,Y,0.4
803,Hyundai,2014.0,62200.0,West,Washington,Longview,Petrol,Dealer,Manual,First_Owner,17.0,1197.0,80.0,"11.4 kgm at 4,000 rpm",5.0,N,0.44
804,Mahindra,2008.0,120000.0,West,California,Los Angeles,Diesel,Individual,0.026876453471520012,First_Owner,,2523.0,63.0,180 Nm at 1440-1500rpm,8.0,Y,0.25
805,Fiat,2015.0,67000.0,West,California,Woodland,Diesel,,Manual,First_Owner,21.2,1248.0,75.0,197Nm@ 1750rpm,5.0,N,0.55
806,Maruti,2005.0,80000.0,Central,Texas,Dallas,Petrol,Individual,Manual,Fourth_Above_Owner,19.7,796.0,46.3,62Nm@ 3000rpm,5.0,Y,0.085
807,Hyundai,2018.0,31000.0,Central,Texas,Denton,Petrol,Dealer,Automatic,First_Owner,17.4,1197.0,81.86,117nm@ 4000rpm,5.0,N,0.73
808,Hyundai,2012.0,200000.0,East,New Jersey,Nutley,Diesel,Individual,Manual,Second_Owner,22.32,1582.0,126.32,259.8Nm@ 1900-2750rpm,5.0,N,0.45
809,Maruti,2012.0,360003.0,West,California,Los Angeles,Petrol,Individual,Manual,Second_Owner,18.9,998.0,67.1,90Nm@ 3500rpm,5.0,Y,0.22
810,Maruti,2009.0,141000.0,South,Tennessee,Spring Hill,Petrol,Individual,Manual,Second_Owner,19.7,796.0,46.3,62Nm@ 3000rpm,5.0,N,0.125
811,Maruti,2020.0,5000.0,West,California,Escondido,Petrol,Individual,Manual,First_Owner,22.05,796.0,47.3,69Nm@ 3500rpm,5.0,N,0.35
812,Renault,2015.0,160000.0,East,Maine,Auburn,Diesel,Individual,Manual,First_Owner,19.01,1461.0,108.45,248Nm@ 2250rpm,5.0,N,0.6
813,Honda,2006.0,140000.0,West,Colorado,Fountain,Petrol,Individual,Manual,Third_Owner,17.7,1497.0,78.0,"12.7@ 2,700(kgm@ rpm)",5.0,N,0.15
814,Maruti,2012.0,80000.0,East,New York,Port Chester,Diesel,Individual,Manual,Fourth_Above_Owner,21.5,1248.0,88.8,200Nm@ 1750rpm,5.0,N,0.38
815,BMW,2019.0,8500.0,West,Montana,Kalispell,Diesel,Dealer,Automatic,First_Owner,16.78,1995.0,190.0,400Nm@ 1750-2500rpm,5.0,Y,5.5
816,,2014.0,40000.0,South,Georgia,La Grange,Diesel,Individual,Manual,Third_Owner,20.14,1498.0,88.8,230Nm@ 1500-2500rpm,5.0,N,0.575
817,Mahindra,2014.0,60000.0,South,Florida,Miramar,Diesel,Individual,Manual,Second_Owner,15.1,2179.0,140.0,330Nm@ 1600-2800rpm,7.0,Y,0.8
818,Maruti,2007.0,80000.0,Central,Michigan,Wyoming,Petrol,Individual,Manual,Second_Owner,17.3,1061.0,64.0,"8.6@ 3,500(kgm@ rpm)",0.9052178980148436,N,0.1
819,Skoda,2016.0,11000.0,West,Colorado,Louisville,Petrol,Dealer,Automatic,,14.3,1598.0,103.5,153Nm@ 3800rpm,5.0,N,0.645
820,Maruti,2017.0,40000.0,South,Florida,Pompano Beach,Petrol,Individual,Automatic,First_Owner,,1197.0,81.8,113Nm@ 4200rpm,5.0,Y,0.55
821,Maruti,2019.0,5621.0,East,Pennsylvania,Norristown,Petrol,Trustmark_Dealer,Automatic,First_Owner,22.0,1197.0,81.8,113Nm@ 4200rpm,5.0,N,0.65
822,Chevrolet,2013.0,70000.0,South,Florida,Saint Petersburg,Diesel,Individual,Manual,First_Owner,22.1,1248.0,76.9,205Nm@ 1750rpm,5.0,N,0.2
823,Volkswagen,2012.0,60000.0,South,Virginia,Newport News,Petrol,Individual,Manual,Third_Owner,15.04,1598.0,103.6,153Nm@ 3800rpm,5.0,0.7327496898862279,0.36
824,Tata,2013.0,133000.0,East,Vermont,Colchester,Diesel,Individual,Manual,First_Owner,14.0,2179.0,138.1,320Nm@ 1700-2700rpm,7.0,N,0.55
825,Nissan,2012.0,110000.0,Central,0.04592792937646184,Champaign,Petrol,Individual,Manual,First_Owner,16.95,1498.0,97.7,134Nm@ 4000rpm,5.0,N,0.35
826,Volkswagen,2014.0,64000.0,Central,Missouri,Mehlville,Petrol,Individual,Manual,Third_Owner,,1598.0,103.2,153Nm@ 3800rpm,5.0,N,0.39
827,Volkswagen,,60000.0,West,Colorado,Westminster,Petrol,Individual,Manual,Second_Owner,16.47,1198.0,73.9,110Nm@ 3750rpm,5.0,N,0.27
828,Hyundai,2018.0,32000.0,West,California,Los Angeles,Petrol,Individual,Manual,First_Owner,18.9,1197.0,81.86,113.75nm@ 4000rpm,5.0,Y,0.58
829,Maruti,2015.0,50000.0,Central,Michigan,Madison Heights,Petrol,Individual,Manual,Second_Owner,22.74,796.0,47.3,69Nm@ 3500rpm,5.0,N,0.21
830,Tata,2017.0,26500.0,West,Montana,,Diesel,Dealer,Manual,First_Owner,17.6,2179.0,147.94,320Nm@ 1500-3000rpm,7.0,N,0.969999
831,Ford,2015.0,90000.0,South,Florida,North Miami Beach,Diesel,Individual,Manual,First_Owner,22.77,1498.0,98.59,205Nm@ 1750-3250rpm,5.0,N,0.61
832,Toyota,2013.0,79328.0,South,North Carolina,Salisbury,Diesel,Trustmark_Dealer,Manual,Second_Owner,12.99,2494.0,100.6,200Nm@ 1200-3600rpm,7.0,N,0.75
833,BMW,2019.0,7500.0,South,0.3752388864431613,Miami,,Dealer,Automatic,First_Owner,16.78,1995.0,190.0,400Nm@ 1750-2500rpm,5.0,Y,5.4
834,Audi,2016.0,30000.0,East,New Jersey,Pennsauken,Diesel,Dealer,Automatic,First_Owner,18.25,1968.0,187.74,400Nm@ 1750-3000rpm,5.0,N,2.45
835,Hyundai,2018.0,40000.0,West,California,Chico,Petrol,Individual,Manual,First_Owner,18.9,0.7485544202623211,81.86,113.75nm@ 4000rpm,5.0,N,0.5
836,Hyundai,2009.0,214000.0,West,California,Los Angeles,Diesel,Individual,Manual,Second_Owner,16.8,1493.0,110.0,"24@ 1,900-2,750(kgm@ rpm)",5.0,Y,0.34
837,Renault,2019.0,5000.0,,North Carolina,Charlotte,Petrol,Individual,Manual,First_Owner,20.0,999.0,72.0,96Nm@ 3500rpm,7.0,Y,0.675
838,Maruti,2015.0,50000.0,East,Ohio,Steubenville,Diesel,Dealer,Manual,Second_Owner,28.09,1248.0,88.5,200Nm@ 1750rpm,5.0,N,0.55
839,Maruti,2012.0,50000.0,South,Louisiana,Monroe,Petrol,Individual,Manual,First_Owner,20.92,998.0,67.1,90Nm@ 3500rpm,5.0,N,0.275
840,Mahindra,2018.0,15000.0,Central,Texas,Kingsville,Petrol,Individual,Manual,First_Owner,18.15,1198.0,82.0,115Nm@ 3500-3600rpm,6.0,N,0.4
841,Tata,2015.0,60000.0,South,Georgia,Savannah,Diesel,Individual,Manual,First_Owner,14.0,2179.0,138.1,320Nm@ 1700-2700rpm,7.0,N,0.925
842,Maruti,2012.0,120000.0,Central,Michigan,Detroit,Diesel,Individual,Manual,Second_Owner,19.3,1248.0,73.9,190Nm@ 2000rpm,5.0,Y,0.42
843,Maruti,2013.0,58343.0,West,Utah,Springville,Petrol,Trustmark_Dealer,Manual,First_Owner,21.79,998.0,67.05,90Nm@ 3500rpm,5.0,N,0.225
844,Ford,2015.0,80000.0,West,Utah,Magna,Diesel,Individual,Manual,First_Owner,25.01,1498.0,89.75,204Nm@ 2000-2750rpm,5.0,N,0.59
845,Maruti,2012.0,108000.0,,Massachusetts,Boston,Diesel,Individual,Manual,First_Owner,19.3,1248.0,73.9,190Nm@ 2000rpm,5.0,Y,0.415
846,Maruti,2015.0,68203.0,Central,Minnesota,Hopkins,Petrol,Dealer,Manual,First_Owner,21.79,998.0,67.05,90Nm@ 3500rpm,5.0,N,0.313
847,Toyota,2011.0,120000.0,West,Colorado,Denver,Diesel,Individual,Manual,First_Owner,11.5,2982.0,171.0,343Nm@ 1400-3400rpm,7.0,N,0.9
848,Honda,2018.0,43000.0,Central,Iowa,Muscatine,Diesel,Individual,Manual,First_Owner,27.4,1498.0,98.63,200Nm@ 1750rpm,5.0,N,0.7
849,BMW,2016.0,60000.0,0.11139027621676878,Ohio,Euclid,Diesel,Dealer,Automatic,First_Owner,21.76,1995.0,188.0,400Nm@ 1750-2500rpm,5.0,N,2.95
850,Hyundai,2012.0,100000.0,South,Florida,Spring Hill,Diesel,Individual,Manual,Second_Owner,22.32,1582.0,126.32,259.8Nm@ 1900-2750rpm,5.0,N,0.45
851,Toyota,2014.0,80000.0,Central,Texas,Mesquite,Diesel,Dealer,Manual,First_Owner,12.99,2494.0,100.6,200Nm@ 1200-3600rpm,7.0,N,0.95
852,Maruti,2014.0,70000.0,West,Washington,Anacortes,Diesel,Individual,Manual,First_Owner,25.2,1248.0,74.0,190Nm@ 2000rpm,5.0,N,0.36
853,Maruti,2011.0,80000.0,East,Pennsylvania,Philadelphia,Petrol,Individual,Manual,First_Owner,18.9,998.0,67.1,90Nm@ 3500rpm,5.0,Y,0.2
854,Datsun,2016.0,40000.0,South,North Carolina,Charlotte,Petrol,Dealer,Manual,First_Owner,20.63,1198.0,67.0,104Nm@ 4000rpm,5.0,Y,0.335
855,Tata,2014.0,60000.0,Central,Oklahoma,Stillwater,Diesel,Individual,Manual,Second_Owner,23.0,1248.0,88.7,200Nm@ 1750-3000rpm,5.0,N,0.28
856,Maruti,2009.0,100000.0,Central,North Dakota,Bismarck,Petrol,Individual,Manual,First_Owner,19.7,796.0,46.3,62Nm@ 3000rpm,5.0,N,0.114999
857,Tata,2018.0,25000.0,West,Oregon,Corvallis,Diesel,Individual,Manual,First_Owner,17.6,2179.0,153.86,400Nm@ 1750-2500rpm,7.0,Y,1.575
858,Toyota,2015.0,91000.0,Central,Michigan,Oak Park,Diesel,Dealer,Automatic,Second_Owner,12.55,2982.0,168.5,360Nm@ 1400-3200rpm,7.0,N,1.65
859,Maruti,2017.0,20000.0,East,Maryland,Cumberland,Diesel,Individual,Manual,First_Owner,28.4,1248.0,74.02,190Nm@ 2000rpm,5.0,Y,0.65
860,Honda,,140000.0,Central,Wisconsin,Oak Creek,Diesel,Individual,Manual,First_Owner,25.1,1498.0,98.6,200Nm@ 1750rpm,5.0,N,0.65
861,Ford,2012.0,112000.0,Central,Missouri,University City,Diesel,Individual,Manual,Second_Owner,20.0,1399.0,68.0,160Nm@ 2000rpm,5.0,N,0.19
862,Ford,2016.0,68609.0,West,California,Santa Monica,Diesel,Dealer,Manual,First_Owner,22.7,1498.0,89.84,204Nm@ 2000-2750rpm,5.0,N,0.515
863,Mahindra,2010.0,120000.0,West,Colorado,Pueblo,Diesel,Individual,Manual,Second_Owner,14.0,2489.0,95.0,220Nm at 1400-2600 rpm,8.0,N,0.3
864,Ford,2017.0,80000.0,West,California,Los Angeles,Petrol,Individual,Manual,First_Owner,18.16,0.5765164122947074,86.8,112Nm@ 4000rpm,,Y,0.565
865,Tata,2012.0,0.4133407495715037,Central,Indiana,New Castle,Diesel,Individual,Manual,First_Owner,19.09,1396.0,69.0,,5.0,N,0.15
866,Maruti,2018.0,38817.0,West,California,Los Angeles,Diesel,Dealer,Manual,First_Owner,27.39,1248.0,74.0,190Nm@ 2000rpm,5.0,Y,0.74
867,Maruti,2013.0,58343.0,East,Pennsylvania,Penn Hills,Petrol,Trustmark_Dealer,Manual,First_Owner,21.79,998.0,67.05,,5.0,N,0.225
868,Nissan,2015.0,71717.0,Central,Texas,Lancaster,Petrol,Individual,Automatic,Second_Owner,19.34,1198.0,76.0,104Nm@ 4400rpm,5.0,,0.3
869,Maruti,2015.0,114000.0,West,Washington,Bellingham,Diesel,Dealer,Manual,First_Owner,25.2,1248.0,73.94,190Nm@ 2000rpm,5.0,0.6438216066545772,0.565
870,Ford,2015.0,70670.0,West,Utah,Provo,Petrol,Trustmark_Dealer,Automatic,First_Owner,16.5,1499.0,110.0,140Nm@ 4400rpm,5.0,Y,0.625
871,Hyundai,2016.0,50000.0,East,Pennsylvania,Philadelphia,Diesel,Individual,Manual,First_Owner,19.67,1582.0,126.2,259.9Nm@ 1900-2750rpm,5.0,Y,1.14
872,Chevrolet,2011.0,100000.0,Central,Illinois,Franklin Park,Petrol,Individual,Manual,Third_Owner,18.6,1199.0,79.4,108Nm@ 4400rpm,5.0,N,0.15
873,Chevrolet,2011.0,56000.0,South,Mississippi,Meridian,Diesel,Dealer,Manual,Second_Owner,25.44,936.0,57.6,150Nm@ 1750rpm,5.0,N,0.221
874,Renault,2018.0,26000.0,East,New Jersey,Hawthorne,Diesel,Individual,Manual,First_Owner,19.6,1461.0,,245Nm@ 1750rpm,5.0,N,0.95
875,Mahindra,2006.0,120000.0,East,Massachusetts,Holden,Diesel,Individual,Manual,Second_Owner,14.0,2523.0,83.0,176Nm@ 1500rpm,7.0,N,0.17
876,Maruti,2005.0,90000.0,Central,Indiana,Crown Point,Petrol,Individual,Manual,Second_Owner,18.9,998.0,67.1,90Nm@ 3500rpm,5.0,N,0.065
877,Datsun,2018.0,19000.0,Central,Wisconsin,New Berlin,Petrol,Individual,Manual,First_Owner,22.5,999.0,67.0,91Nm@ 4250rpm,5.0,N,0.3
878,Tata,2019.0,8079.0,West,Washington,Seattle,Diesel,Dealer,Manual,First_Owner,24.7,1047.0,69.0,140Nm@ 1800-3000rpm,5.0,Y,0.9
879,Ford,2011.0,84000.0,East,Pennsylvania,Lancaster,Diesel,Individual,Manual,Second_Owner,20.0,1399.0,68.0,160Nm@ 2000rpm,5.0,N,0.21
880,Maruti,2018.0,17000.0,East,,Fall River,Petrol,Dealer,Manual,First_Owner,21.01,1197.0,81.8,113Nm@ 4200rpm,5.0,N,0.775
881,Maruti,2016.0,10000.0,West,Idaho,Eagle,Petrol,Dealer,Automatic,First_Owner,23.1,998.0,67.04,90Nm@ 3500rpm,5.0,N,0.434999
882,Hyundai,2018.0,25000.0,Central,Michigan,Lansing,Petrol,Individual,Manual,First_Owner,20.3,1086.0,68.0,99Nm@ 4500rpm,5.0,N,0.5
883,Maruti,2018.0,69779.0,East,Maryland,Catonsville,Petrol,Dealer,Automatic,First_Owner,22.0,1197.0,81.8,113Nm@ 4200rpm,5.0,N,0.6
884,Maruti,2016.0,50000.0,West,Washington,Seattle,Petrol,Individual,Automatic,First_Owner,21.4,1197.0,83.1,115Nm@ 4000rpm,5.0,Y,0.65
885,Hyundai,2013.0,50000.0,East,New Jersey,East Brunswick,Diesel,Individual,Manual,First_Owner,23.5,1396.0,88.7,219.9Nm@ 1750-2750rpm,5.0,N,0.55
886,Ford,2013.0,48000.0,West,Oregon,Gresham,,Dealer,Manual,Second_Owner,21.7,1498.0,98.96,215Nm@ 1750-2500rpm,5.0,N,0.475
887,Maruti,2016.0,65755.0,East,New Jersey,Lindenwold,Petrol,Individual,Manual,First_Owner,21.4,1197.0,83.1,115Nm@ 4000rpm,5.0,N,0.48
888,Volkswagen,2014.0,110000.0,West,California,Stockton,Diesel,Individual,Manual,Second_Owner,20.14,1498.0,88.8,230Nm@ 1500-2500rpm,5.0,N,0.4
889,Skoda,2005.0,120000.0,East,Maryland,Dundalk,Diesel,Individual,Manual,Third_Owner,16.4,0.4222651826196871,90.0,"21.4@ 1,900(kgm@ rpm)",5.0,N,0.25
890,Mahindra,0.0751225526762143,20000.0,West,California,Foster City,Diesel,Individual,Automatic,First_Owner,16.0,2179.0,138.0,330Nm@ 1600-2800rpm,7.0,N,1.5
891,Mahindra,2019.0,15000.0,West,Idaho,Caldwell,Diesel,Individual,Manual,First_Owner,16.55,2498.0,105.0,247Nm@ 1800-2000rpm,6.0,N,0.95
892,Ford,2009.0,70000.0,South,Louisiana,Lafayette,Diesel,Individual,Manual,Third_Owner,10.9,2499.0,143.0,"33.7@ 1,800(kgm@ rpm)",,N,0.48
893,Toyota,2015.0,30000.0,East,New Jersey,Pleasantville,Petrol,Individual,Manual,First_Owner,17.71,1197.0,,104Nm@ 3100rpm,5.0,N,0.515
894,Hyundai,2010.0,70000.0,South,North Carolina,Eden,LPG,Individual,Manual,Third_Owner,13.45,1086.0,62.1,96.1Nm@ 3000rpm,5.0,N,0.15
